Concepto,T1-2010,T2-2010,T3-2010,T4-2010,T1-2011,T2-2011,T3-2011,T4-2011,T1-2012,T2-2012,T3-2012,T4-2012,T1-2013,T2-2013,T3-2013,T4-2013,T1-2014,T2-2014,T3-2014,T4-2014,T1-2015,T2-2015,T3-2015,T4-2015,T1-2016,T2-2016,T3-2016,T4-2016,T1-2017,T2-2017,T3-2017,T4-2017,T1-2018,T2-2018,T3-2018,T4-2018
Producto interno bruto,12803326.7,13182931.65,12954912.31,13305703.42,13252637.28,13732337.64,13438257.15,13872028.16,13354792.35,14104834.68,13782142.6,14306520.45,14107961.11,14700503.81,14435867.22,14800896.84,14393731.48,14993341.59,14783297.43,15204933.41,14563429.22,15386331.87,14979493.16,15125056.48,13752157.47,14012946.41,14231940.4,14882949.24,14371712.1,14998393.28,14921450,15499623.4,14902786.4,15413082.34,15526005.35,16139460.31
